test_row_index,label,prediction,probability
73,0,1,0.808250904083252
74,1,1,0.9509347081184387
75,0,1,0.6767046451568604
76,0,1,0.9261966943740845
77,1,1,0.9319493174552917
78,0,1,0.7850714921951294
79,1,1,0.9114195704460144
80,1,1,0.9475439786911011
81,0,1,0.7186236381530762
82,0,1,0.8990344405174255
83,0,1,0.7682256698608398
84,0,1,0.804816722869873
85,0,1,0.8006312847137451
86,0,1,0.8266056180000305
87,0,1,0.7087622880935669
88,0,1,0.7169380187988281
89,0,1,0.8079480528831482
90,1,1,0.8139350414276123
91,1,1,0.8679836392402649
92,0,1,0.9337143301963806
93,1,1,0.967283308506012
94,1,1,0.8188947439193726
95,1,1,0.8791964650154114
96,1,1,0.9590581059455872
97,0,1,0.7916202545166016
98,1,1,0.9420089721679688
99,1,1,0.9506292343139648
100,1,1,0.9634682536125183
101,0,1,0.6410020589828491
102,1,1,0.9249373078346252
103,0,1,0.8630431890487671
104,0,1,0.7673979997634888
105,1,1,0.8503633141517639
106,1,1,0.937494695186615
107,1,1,0.9566817879676819
108,1,1,0.9327231645584106
109,0,1,0.8090766668319702
110,1,1,0.8723661303520203
111,0,1,0.7430338859558105
112,1,1,0.9444925785064697
113,1,1,0.9186864495277405
114,0,1,0.8666816353797913
115,0,1,0.843010425567627
116,1,1,0.9595562815666199
117,0,1,0.7112162709236145
118,0,1,0.8446739912033081
119,0,1,0.8595324754714966
120,0,1,0.8538249135017395
121,1,1,0.8589955568313599
122,1,1,0.9492418766021729
123,0,1,0.8699720501899719
124,0,1,0.8219092488288879
125,0,1,0.7952476739883423
126,1,1,0.9374159574508667
127,1,1,0.8895076513290405
128,1,1,0.846402645111084
129,1,1,0.8344240188598633
130,0,1,0.7811874747276306
131,0,1,0.8336467742919922
132,1,1,0.8782258033752441
133,1,1,0.9599863886833191
134,0,1,0.6901611685752869
135,1,1,0.7837061285972595
136,1,1,0.8939864039421082
137,0,1,0.8410113453865051
138,0,1,0.796392023563385
139,0,1,0.8744977116584778
140,0,1,0.8320295214653015
141,1,1,0.9339436292648315
142,0,1,0.8177216053009033
143,1,1,0.9448639750480652
144,1,1,0.754714846611023
145,1,1,0.9614638686180115
146,0,1,0.7548466920852661
147,1,1,0.7347717881202698
148,0,1,0.7635633945465088
149,0,1,0.739213228225708
150,0,1,0.818208634853363
151,0,1,0.8955633044242859
152,1,1,0.9068758487701416
153,0,1,0.79728764295578
154,0,1,0.8289906978607178
155,1,1,0.880678653717041
156,1,1,0.838531494140625
157,0,1,0.7617628574371338
158,0,1,0.6789958477020264
159,0,1,0.8245106935501099
160,1,1,0.9296169877052307
161,1,1,0.8797215819358826
162,1,1,0.9533414840698242
163,0,1,0.8150479793548584
164,1,1,0.6790151000022888
165,0,1,0.7108577489852905
166,1,1,0.9642417430877686
167,1,1,0.9500536322593689
168,1,1,0.9500027894973755
169,1,1,0.9210225343704224
170,0,1,0.8632752895355225
171,1,1,0.8867247104644775
172,0,1,0.8347647190093994
173,0,1,0.8405525088310242
174,1,1,0.9615044593811035
175,0,1,0.7108269333839417
176,0,1,0.8714763522148132
177,1,1,0.8899797201156616
178,0,1,0.8637142777442932
179,1,1,0.8252539038658142
180,1,1,0.8425213694572449
181,0,1,0.7865839004516602
182,0,1,0.8473013639450073
183,0,1,0.8858940005302429
184,0,1,0.8446407318115234
185,1,1,0.9402881860733032
186,0,1,0.9135265946388245
187,0,1,0.8592383861541748
188,0,1,0.7005018591880798
189,0,1,0.8328734636306763
190,0,1,0.7213477492332458
191,0,1,0.8985140323638916
192,0,1,0.8045678734779358
193,1,1,0.9351849555969238
194,1,1,0.9424245953559875
195,1,1,0.9381876587867737
196,0,1,0.899685263633728
197,1,1,0.909961462020874
198,0,1,0.8684195280075073
199,0,1,0.8697110414505005
200,1,1,0.7502110004425049
201,1,1,0.9593786001205444
202,1,1,0.848493218421936
203,1,1,0.9489947557449341
204,0,1,0.8990644216537476
205,1,1,0.957793116569519
206,0,1,0.8933256268501282
207,1,1,0.9422370195388794
208,0,1,0.7300302386283875
209,0,1,0.8155184388160706
210,0,1,0.8319845199584961
211,1,1,0.8431334495544434
212,1,1,0.9295678734779358
213,0,1,0.6526609659194946
214,0,1,0.8629522919654846
215,0,1,0.7295632362365723
216,0,1,0.7865699529647827
217,0,1,0.8758164644241333
218,1,1,0.9282205104827881
219,0,1,0.6894704103469849
220,1,1,0.9456626176834106
221,0,1,0.7545798420906067
222,1,1,0.9045922756195068
223,0,1,0.6690341234207153
224,0,1,0.7028952836990356
225,0,1,0.6538618206977844
226,0,1,0.9244602918624878
227,1,1,0.917559027671814
228,0,1,0.7789739370346069
229,1,1,0.8772327899932861
230,0,1,0.8104656338691711
231,0,1,0.8764729499816895
232,1,1,0.9323806166648865
233,1,1,0.9311330318450928
234,1,1,0.9398743510246277
235,0,1,0.8265749216079712
236,0,1,0.8615133166313171
237,1,1,0.9197635650634766
238,1,1,0.9306552410125732
239,0,1,0.6834569573402405
240,0,1,0.6533660888671875
241,0,1,0.665384829044342
242,1,1,0.8719798922538757
243,0,1,0.7841471433639526
244,1,1,0.9135876893997192
245,1,1,0.9559037685394287
246,1,1,0.8675216436386108
247,0,1,0.8166924715042114
248,1,1,0.9501739740371704
249,1,1,0.7841069102287292
250,0,1,0.913655161857605
251,0,1,0.8132050633430481
252,0,1,0.7278130650520325
253,1,1,0.7637907266616821
254,1,1,0.959126889705658
255,1,1,0.9333418011665344
256,1,1,0.9071840047836304
257,0,1,0.8172260522842407
258,1,1,0.9517427086830139
259,0,1,0.78777015209198
260,1,1,0.7970229983329773
261,0,1,0.8228966593742371
262,1,1,0.7256198525428772
263,1,1,0.9623288512229919
264,1,1,0.8407062888145447
265,1,1,0.940069854259491
266,0,1,0.6639322638511658
267,1,1,0.8194183111190796
268,0,1,0.6806301474571228
269,0,1,0.6651093363761902
270,0,1,0.8158321380615234
271,1,1,0.8774554133415222
272,0,1,0.7793720960617065
273,1,1,0.7294532656669617
274,1,1,0.9343863129615784
275,1,1,0.8345792293548584
276,1,1,0.9408255815505981
277,0,1,0.737631618976593
278,1,1,0.932115375995636
279,1,1,0.8164936900138855
280,0,1,0.8314663171768188
281,1,1,0.9347234964370728
282,0,1,0.922839343547821
283,1,1,0.9110257029533386
284,1,1,0.9332363605499268
285,1,1,0.9437713623046875
286,0,1,0.8408620357513428
287,1,1,0.9589187502861023
288,0,1,0.791064977645874
289,0,1,0.7027775049209595
290,1,1,0.9624426960945129
291,0,1,0.7725499272346497
292,1,1,0.9543694853782654
293,0,1,0.8049118518829346
294,1,1,0.8365228772163391
295,1,1,0.8703570365905762
296,0,1,0.9597026109695435
297,0,1,0.631536602973938
298,1,1,0.9255245327949524
299,1,1,0.8898904919624329
300,1,1,0.9657567143440247
301,1,1,0.9599415063858032
302,0,1,0.8637717962265015
303,0,1,0.8436751365661621
304,1,1,0.9408374428749084
305,0,1,0.9146832823753357
306,0,1,0.8722392916679382
307,0,1,0.7492669820785522
308,0,1,0.8836730718612671
309,1,1,0.9558250904083252
310,0,1,0.83915114402771
311,0,1,0.931843101978302
312,0,1,0.8385807275772095
313,1,1,0.9402256011962891
314,1,1,0.9063072800636292
315,0,1,0.7033460140228271
316,0,1,0.8523553609848022
317,1,1,0.9149369597434998
318,0,1,0.828316330909729
319,0,1,0.7531554698944092
320,1,1,0.8571747541427612
321,0,1,0.7418897151947021
322,1,1,0.9318123459815979
323,0,1,0.7653877139091492
324,1,1,0.9338680505752563
325,1,1,0.9365542531013489
326,1,1,0.8551570177078247
327,1,1,0.9450443983078003
328,0,1,0.8173822164535522
329,0,1,0.85747230052948
330,1,1,0.932577908039093
331,0,1,0.8253618478775024
332,0,1,0.8248454928398132
333,1,1,0.8424511551856995
334,0,1,0.8791694641113281
335,0,1,0.8255436420440674
336,0,1,0.8430805206298828
337,1,1,0.8416613340377808
338,1,1,0.8399370908737183
339,0,1,0.8834841847419739
340,0,1,0.9158594012260437
341,0,1,0.6644299030303955
342,1,1,0.9505865573883057
343,0,1,0.686765730381012
344,0,1,0.7275599837303162
345,0,1,0.8143330216407776
346,0,1,0.8724029660224915
347,1,1,0.9015921354293823
348,1,1,0.8659984469413757
349,0,1,0.9409344792366028
350,1,1,0.9635595679283142
351,1,1,0.9447625279426575
352,0,1,0.7874940037727356
353,0,1,0.7942310571670532
354,0,1,0.83018559217453
355,0,1,0.910965621471405
356,0,1,0.7911361455917358
357,0,1,0.8233324885368347
358,0,1,0.849851131439209
359,1,1,0.9295051097869873
360,1,1,0.9613134860992432
361,1,1,0.7281730771064758
362,1,1,0.9340552091598511
363,1,1,0.9311949014663696
364,1,1,0.9425654411315918
365,0,1,0.753768801689148
366,0,1,0.8735709190368652
367,1,1,0.8588197827339172
368,1,1,0.9305813312530518
369,1,1,0.9361222982406616
370,0,1,0.9005868434906006
371,1,1,0.7403005361557007
372,0,1,0.7211240530014038
373,0,1,0.7841479182243347
374,1,1,0.8469829559326172
375,0,1,0.8130068778991699
376,1,1,0.9214581847190857
377,1,1,0.883468747138977
378,1,1,0.9223784804344177
379,1,1,0.9419623613357544
380,0,1,0.6649229526519775
381,0,1,0.7652491927146912
382,1,1,0.712102472782135
383,1,1,0.8823771476745605
384,1,1,0.7512933611869812
385,0,1,0.762010931968689
386,1,1,0.9381341338157654
387,1,1,0.8930888175964355
388,1,1,0.938209593296051
389,1,1,0.8933461904525757
390,0,1,0.7608959674835205
391,1,1,0.9255779981613159
392,1,1,0.8930668234825134
393,1,1,0.8655019998550415
394,0,1,0.6978078484535217
395,1,1,0.839434802532196
396,0,1,0.7756760716438293
397,0,1,0.8012906312942505
398,0,1,0.8507638573646545
399,0,1,0.8285732269287109
400,0,1,0.8287907242774963
401,1,1,0.9501703977584839
402,1,1,0.9270833730697632
403,0,1,0.8844466209411621
404,0,1,0.6987415552139282
405,1,1,0.9204249978065491
406,0,1,0.8438229560852051
407,0,1,0.6970266699790955
408,1,1,0.9623661637306213
409,0,1,0.7792699337005615
410,1,1,0.7670515179634094
411,0,1,0.8801395297050476
412,1,1,0.9505099058151245
413,1,1,0.9518600106239319
414,1,1,0.9647661447525024
415,0,1,0.7331926226615906
416,1,1,0.9113697409629822
417,0,1,0.8617641925811768
418,0,1,0.7963355183601379
419,1,1,0.8382608294487
420,0,1,0.8045191764831543
421,1,1,0.9475440979003906
422,1,1,0.9242063760757446
423,1,1,0.7767726182937622
424,1,1,0.9365708231925964
425,1,1,0.9403918981552124
426,1,1,0.9639840126037598
427,1,1,0.9538530111312866
428,1,1,0.9438917636871338
429,1,1,0.9569257497787476
430,1,1,0.9578646421432495
431,1,1,0.9535988569259644
432,1,1,0.9487270712852478
433,1,1,0.8706852793693542
434,1,1,0.8225084543228149
435,0,1,0.8899876475334167
436,0,1,0.8193842172622681
437,1,1,0.9343193769454956
438,1,1,0.9332901835441589
439,1,1,0.9360718727111816
440,0,1,0.7831049561500549
441,1,1,0.8789785504341125
442,0,1,0.7778937816619873
443,0,1,0.8671139478683472
444,0,1,0.6700700521469116
