split,split_index,label,audio_rel_path,source_audio_path,speech_seconds,left_speech_seconds,right_speech_seconds,total_window_seconds
val,21,1,val/21.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.6900000000000004,1.32,1.37,4.0
val,22,1,val/22.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.78,1.39,1.39,4.0
val,23,1,val/23.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.4299999999999997,1.39,1.04,4.0
val,24,1,val/24.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.73,1.15,1.58,4.0
val,25,1,val/25.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.93,1.37,1.56,4.0
val,26,1,val/26.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,3.01,1.62,1.39,4.0
val,27,1,val/27.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.6799999999999997,1.26,1.42,4.0
val,28,1,val/28.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.7,1.08,1.62,4.0
val,29,1,val/29.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,3.06,1.58,1.48,4.0
val,30,1,val/30.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.95,1.58,1.37,4.0
val,31,1,val/31.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,3.0300000000000002,1.3,1.73,4.0
val,32,1,val/32.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.46,1.32,1.14,4.0
val,33,1,val/33.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.92,1.61,1.31,4.0
val,34,1,val/34.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,3.02,1.42,1.6,4.0
val,35,1,val/35.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.92,1.69,1.23,4.0
val,36,1,val/36.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.98,1.76,1.22,4.0
val,37,1,val/37.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.58,1.31,1.27,4.0
val,38,1,val/38.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.49,1.4,1.09,4.0
val,39,1,val/39.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.84,1.47,1.37,4.0
val,40,1,val/40.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,3.08,1.75,1.33,4.0
val,41,1,val/41.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,3.1100000000000003,1.75,1.36,4.0
val,42,1,val/42.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.56,1.29,1.27,4.0
val,43,1,val/43.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.74,1.22,1.52,4.0
val,44,1,val/44.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,1.99,0.72,1.27,4.0
val,45,1,val/45.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.84,1.14,1.7,4.0
val,46,1,val/46.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.6799999999999997,1.25,1.43,4.0
val,47,1,val/47.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.48,1.19,1.29,4.0
val,48,1,val/48.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.89,1.56,1.33,4.0
val,49,1,val/49.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,3.0599999999999996,1.39,1.67,4.0
val,50,1,val/50.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,3.24,1.69,1.55,4.0
val,51,1,val/51.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,3.31,1.7,1.61,4.0
val,52,1,val/52.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,2.58,1.58,1.0,4.0
val,53,1,val/53.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,3.36,1.65,1.71,4.0
val,54,1,val/54.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_005_e1bxlstxjkqq7jap.wav,3.2800000000000002,1.75,1.53,4.0
val,55,1,val/55.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_011_qsd0ooowegiqf963.wav,2.9699999999999998,1.59,1.38,4.0
val,56,1,val/56.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_014_6gollvpzpumvy2xn.wav,2.73,1.25,1.48,4.0
val,57,1,val/57.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_014_6gollvpzpumvy2xn.wav,2.8200000000000003,1.56,1.26,4.0
val,58,1,val/58.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_014_6gollvpzpumvy2xn.wav,2.6399999999999997,1.23,1.41,4.0
val,59,1,val/59.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_014_6gollvpzpumvy2xn.wav,2.65,1.49,1.16,4.0
val,60,1,val/60.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_014_6gollvpzpumvy2xn.wav,2.44,1.15,1.29,4.0
val,61,1,val/61.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_014_6gollvpzpumvy2xn.wav,3.12,1.37,1.75,4.0
val,62,1,val/62.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_014_6gollvpzpumvy2xn.wav,3.11,1.39,1.72,4.0
val,63,1,val/63.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_014_6gollvpzpumvy2xn.wav,2.9299999999999997,1.75,1.18,4.0
val,64,1,val/64.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_014_6gollvpzpumvy2xn.wav,2.9299999999999997,1.66,1.27,4.0
val,65,1,val/65.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_014_6gollvpzpumvy2xn.wav,2.83,1.26,1.57,4.0
val,66,1,val/66.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_014_6gollvpzpumvy2xn.wav,2.16,1.51,0.65,4.0
val,67,1,val/67.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_021_ct4vvgjby7dgvbwz.wav,2.58,0.93,1.65,4.0
val,68,1,val/68.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.3600000000000003,1.81,1.55,4.0
val,69,1,val/69.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.2,1.62,1.58,4.0
val,70,1,val/70.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.1399999999999997,1.63,1.51,4.0
val,71,1,val/71.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.4299999999999997,1.47,0.96,4.0
val,72,1,val/72.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.23,1.38,0.85,4.0
val,73,1,val/73.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.96,1.44,1.52,4.0
val,74,1,val/74.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.38,1.5,1.88,4.0
val,75,1,val/75.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.44,1.55,1.89,4.0
val,76,1,val/76.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.08,1.52,1.56,4.0
val,77,1,val/77.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.08,1.46,1.62,4.0
val,78,1,val/78.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.06,1.71,1.35,4.0
val,79,1,val/79.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.96,1.65,1.31,4.0
val,80,1,val/80.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.4000000000000004,1.6,0.8,4.0
val,81,1,val/81.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.98,1.63,1.35,4.0
val,82,1,val/82.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.56,1.23,1.33,4.0
val,83,1,val/83.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.2,1.57,1.63,4.0
val,84,1,val/84.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.41,1.61,1.8,4.0
val,85,1,val/85.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.38,1.55,1.83,4.0
val,86,1,val/86.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.4699999999999998,1.76,1.71,4.0
val,87,1,val/87.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.35,1.76,1.59,4.0
val,88,1,val/88.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.21,1.43,0.78,4.0
val,89,1,val/89.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.4899999999999998,0.86,1.63,4.0
val,90,1,val/90.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.23,1.81,1.42,4.0
val,91,1,val/91.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.25,1.82,1.43,4.0
val,92,1,val/92.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.2,1.74,1.46,4.0
val,93,1,val/93.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.2199999999999998,1.76,1.46,4.0
val,94,1,val/94.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.96,1.29,1.67,4.0
val,95,1,val/95.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.96,1.3,1.66,4.0
val,96,1,val/96.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.6,1.09,1.51,4.0
val,97,1,val/97.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.71,1.1,1.61,4.0
val,98,1,val/98.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.25,1.54,1.71,4.0
val,99,1,val/99.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.27,1.56,1.71,4.0
val,100,1,val/100.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.25,1.61,1.64,4.0
val,101,1,val/101.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.7199999999999998,1.2,1.52,4.0
val,102,1,val/102.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.46,1.34,1.12,4.0
val,103,1,val/103.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.27,1.0,1.27,4.0
val,104,1,val/104.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.73,1.28,1.45,4.0
val,105,1,val/105.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.76,1.24,1.52,4.0
val,106,1,val/106.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,1.8399999999999999,0.67,1.17,4.0
val,107,1,val/107.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.83,1.08,1.75,4.0
val,108,1,val/108.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,3.25,1.78,1.47,4.0
val,109,1,val/109.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.51,1.63,0.88,4.0
val,110,1,val/110.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.67,1.45,1.22,4.0
val,111,1,val/111.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_024_1kbig1mc99yuhdcx.wav,2.87,1.37,1.5,4.0
val,112,1,val/112.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_035_ecq08epzmwniyul7.wav,2.3600000000000003,1.31,1.05,4.0
val,113,1,val/113.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_035_ecq08epzmwniyul7.wav,2.7,1.61,1.09,4.0
val,114,1,val/114.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_035_ecq08epzmwniyul7.wav,2.4899999999999998,1.63,0.86,4.0
val,115,1,val/115.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_043_cdxxjevouok4embl.wav,2.77,1.32,1.45,4.0
val,116,1,val/116.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.55,0.94,1.61,4.0
val,117,1,val/117.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.74,1.3,1.44,4.0
val,118,1,val/118.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.92,1.64,1.28,4.0
val,119,1,val/119.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.79,1.69,1.1,4.0
val,120,1,val/120.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.58,1.25,1.33,4.0
val,121,1,val/121.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.03,1.41,0.62,4.0
val,122,1,val/122.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.8499999999999996,1.67,1.18,4.0
val,123,1,val/123.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,1.95,0.96,0.99,4.0
val,124,1,val/124.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.05,0.76,1.29,4.0
val,125,1,val/125.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.58,1.29,1.29,4.0
val,126,1,val/126.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.5,1.32,1.18,4.0
val,127,1,val/127.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,3.23,1.65,1.58,4.0
val,128,1,val/128.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,3.13,1.46,1.67,4.0
val,129,1,val/129.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.65,1.46,1.19,4.0
val,130,1,val/130.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.54,1.07,1.47,4.0
val,131,1,val/131.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.42,1.12,1.3,4.0
val,132,1,val/132.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.54,1.45,1.09,4.0
val,133,1,val/133.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_056_8xh3zkppy5yhankx.wav,2.8200000000000003,1.45,1.37,4.0
val,134,1,val/134.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.38,1.37,1.01,4.0
val,135,1,val/135.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.66,1.74,0.92,4.0
val,136,1,val/136.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.93,1.61,1.32,4.0
val,137,1,val/137.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.7800000000000002,1.62,1.16,4.0
val,138,1,val/138.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,1.59,0.81,0.78,4.0
val,139,1,val/139.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.7800000000000002,1.62,1.16,4.0
val,140,1,val/140.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.49,1.24,1.25,4.0
val,141,1,val/141.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.8200000000000003,1.58,1.24,4.0
val,142,1,val/142.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.44,1.26,1.18,4.0
val,143,1,val/143.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.39,1.57,0.82,4.0
val,144,1,val/144.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,3.05,1.65,1.4,4.0
val,145,1,val/145.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.6100000000000003,1.33,1.28,4.0
val,146,1,val/146.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.41,1.47,0.94,4.0
val,147,1,val/147.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.88,1.45,1.43,4.0
val,148,1,val/148.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.95,1.5,1.45,4.0
val,149,1,val/149.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.6,1.32,1.28,4.0
val,150,1,val/150.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.74,1.44,1.3,4.0
val,151,1,val/151.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.7,1.35,1.35,4.0
val,152,1,val/152.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.5999999999999996,1.16,1.44,4.0
val,153,1,val/153.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.73,1.21,1.52,4.0
val,154,1,val/154.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.3,1.23,1.07,4.0
val,155,1,val/155.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.58,1.14,1.44,4.0
val,156,1,val/156.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,3.05,1.48,1.57,4.0
val,157,1,val/157.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.0700000000000003,0.7,1.37,4.0
val,158,1,val/158.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.48,1.09,1.39,4.0
val,159,1,val/159.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.67,1.15,1.52,4.0
val,160,1,val/160.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.71,1.56,1.15,4.0
val,161,1,val/161.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.74,1.13,1.61,4.0
val,162,1,val/162.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_067_38b2vdmniihgj1ox.wav,2.96,1.76,1.2,4.0
val,163,1,val/163.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_083_dp5j8cldel6hhhsx.wav,2.46,1.66,0.8,4.0
val,164,1,val/164.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_083_dp5j8cldel6hhhsx.wav,2.87,1.34,1.53,4.0
val,165,1,val/165.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.94,1.46,1.48,4.0
val,166,1,val/166.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.98,1.46,1.52,4.0
val,167,1,val/167.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.98,1.47,1.51,4.0
val,168,1,val/168.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.1100000000000003,1.56,1.55,4.0
val,169,1,val/169.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.9400000000000004,1.32,1.62,4.0
val,170,1,val/170.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.96,1.36,1.6,4.0
val,171,1,val/171.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.9699999999999998,1.48,1.49,4.0
val,172,1,val/172.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.0,1.51,1.49,4.0
